assemblage_code,analyst_id,analysis_order,flake_id,completeness,damage,damage_comment,dorsal_cortex,Dorsal_Cortex_Location,dorsal_cortex_location_other,platform_cortex,dorsal_scar_count,directionality,Proximal_Scars,Left_Scars,Distal_Scars,Right_Scars,Mass,MaximumDimension,MaximumWidth,MaximumThickness,TechLength,TechMaxWidth,TechMaxThickness,TECHWIDTHPROX,TECHWIDTHMES,TECHWIDTHDIST,TECHTHICKPROX,TECHTHICKMES,TECHTHICKDIST,PLATFWIDTH,PLATFTHICKIMPACT,PLATFTHICKMID,PLATFTHICKMAX,EDGEPLATF,EDGEPLATF_DEG,PLATFMORPH,PLATFLIPP,BULB,SHATTBULB,INITIATION,VENTR_PLANE_FORM,ANGLE_HEIGHT,SECTION,LATEDGETYPE,FLAKETERM,DISTPLANFORM,DISTPROFANGLE,KOMBEWA,FLK_TYPE,RED_SYST,FLK_FORM,REMARK
chert_condition_A,a8acd,11,31,complete,yes,LIGHT EDGE DAMAGE,15,Distal,,absent,6,Unidirectional,3,2,0,1,19.9,72.67,31.33,8.27,71.67,37.69,10.18,24.06,29.8,34.5,6.46,8.26,7.72,18.34,4.9,3.49,6.75,2.55,,Diherdral,NO,YES,NO,HERTZIAN,VERY CONCAVE,5,TRI,SUB-PARALLEL,FEATHER,ROUNDED,0-30,NO,UNIDIRECTIONAL BLADE WITH DISTAL CORTEX,indet,BLADE,
chert_condition_A,a8acd,11,60,complete,yes,HEAVY EDGE DAMAGE,,,,absent,7,Centripetal,2,3,1,1,64.1,84.84,47.9,13.84,82.76,61.75,16.21,47.37,47.47,52.96,15.58,13.91,11.71,31.88,6.41,7.13,9.01,2.32,,facetted,NO,YES,NO,HERTZIAN,BULBAR,5,TRAP,AMORPH,FEATHER,IRR,0-30,NO,LEVALLOIS PREFERENTIAL FLAKE WITH CENTRIPETAL PREPARATION,LEVALLOIS,FLAKE,
chert_condition_B,9d812,1,101,complete,no,,0,,,Partial,4,Orthogonal,3,0,0,1,12,41.48,28.24,16.97,37.95,27.94,15.95,30.31,26.18,21.23,14.2,6.33,3.71,28.44,14.17,14.44,17.78,2.27,73.49816875,Cortical,No,Yes,No,Hertzian,FLAT,5,TRIANGULAR,CONVERGENT,FEATHER,Pointed,0-30,No,,,FLAKE,
chert_condition_B,db727,3,39,complete,yes,distal portion broken and in bag,10,DistalLeft,,Absent,3,Subcentripetal,0,1,1,1,84.5,110.61,51.29,26.81,110.65,52.05,26.08,29.2,39.11,30.08,24.35,24.89,9.21,23.57,17.06,17.01,16.99,2.23,72.52401535,Plain,No,Yes,No,Hertzian,CONCAVE,5,TRIANGULAR,AMORPH,FEATHER,Pointed,0,No,core trimming flake,indet,ELONG,
chert_condition_B,a8acd,11,66,complete,yes,LIGHT EDGE DAMAGE,20,ProximalLeft,,absent,7,Centripetal,3,1,0,3,133,93.54,92.57,14.99,79.33,91.47,19.29,69.99,88.59,66.98,17.45,13.72,9.59,47.42,11.38,3.75,12.33,2.16,,Plain,NO,YES,YES,HERTZIAN,BULBAR,5,INDET,DIV,FEATHER,ROUNDED,0-30,NO,CENTRIPETAL FLAKE WITH LATERAL CORTEX,LEVALLOIS,FLAKE,"MESIALLEFT CORTEX IS 10% OF DOUBBLE PATINA,  COUNTED AS CORTEX."
chert_condition_B,3d396,4,70,complete,yes,"minor (~10 mm long, ~2 mm deep) lateral breakage; some incidental edge fracture with scars <3 mm generally restricted to one lateral margin",0,,,Absent,5,Subcentripetal,1,3,0,1,45.5,66.62,64,15.27,56.14,59.8,15.9,48.95,56.22,36.49,17.83,11.09,7.54,39.68,17.84,16.63,18.18,2,,Plain,No,Yes,No,Hertzian,Concave,5,Triangular,Diamond,Feather,Pointed,0-30,No,none,indeterminate,Flake,
chert_condition_B,db727,3,70,complete,no,,0,,,Absent,5,Centripetal,3,1,0,1,45.5,67.51,63.93,15.64,57.01,63.85,14.4,45.54,58.74,31.82,14.43,11.34,8.56,37.89,17.68,17.66,17.53,1.77,60.41908138,Plain,Yes,No,Yes,Hertzian,CONCAVE,5,TRIANGULAR,CONVERGENT,FEATHER,Pointed,0,No,Levallois flake,Levallois,CONVFLAKE,
chert_condition_B,r42o8,5,70,complete,yes,splinters,0,,,Absent,5,Centripetal,5,0,0,0,45.5,66.86,63.92,15.08,56.26,63.75,10.62,49.51,49.51,61.62,38.53,16.75,12.55,38.92,17.98,16.83,18.5,1.77,60.41908138,Plain,No,Yes,No,Hertzian,Concave,5,Triangular,Diamond,Feather,Pointed,0-30,No,indeterminate,indeterminate,Convflake,
chert_condition_B,d764f,10,55,complete,yes,distal breaks,45,Distal,,Absent,5,Multidirectional,3,1,1,0,54.79999924,77.68000031,56.77999878,18.97999954,72.41000366,56.02999878,19.05999947,43.54999924,49.56999969,52.52,17.22999954,14.94999981,6.119999886,22.05999947,4.590000153,8.37,10.72999954,1.639999986,43.99159257,Plain,No,Yes,No,Hertzian,VERY_CONCAVE,5,TRAPEZOIDAL,DIVERGENT,OVERSHOT,Flat,15,No,,,FLAKE,
chert_condition_B,9d812,1,76,complete,no,,0,,,Absent,3,Unidirectional,3,0,0,0,4.84,37.94,23.64,6.02,33,20.51,6.16,20.04,19.42,18.59,5.79,5.25,4.2,22.17,6.33,5.28,6.33,1.57,54.62794592,Plain,No,Yes,No,Hertzian,FLAT,5,TRAPEZOIDAL,PARALLEL,HINGE,Rounded,0-30,No,,,FLAKE,
chert_condition_B,db727,3,55,complete,no,,45,Mesial,,Absent,5,Subcentripetal,3,1,1,0,55.2,72.42,55.24,17.78,71.88,55.97,17.18,46.62,50.44,55.79,17.07,14.18,5.89,21.32,12.19,7.72,7.71,1.56,54.32997011,Plain,Indeterminate,Yes,No,Hertzian,CONCAVE,5,INDET,DIVERGENT,INDET,Irreg,0,Indet,indet,indet,FLAKE,
chert_condition_B,db727,3,62,complete,no,,0,,,Absent,5,Centripetal,2,1,1,1,24.6,63.09,58.4,9.47,62.19,58.69,9.01,58.49,34.29,27.65,8.46,6.46,5.41,10.48,2.3,1.02,2.36,0,0,Plain,No,Yes,No,Hertzian,CONCAVE,5,INDET,AMORPH,FEATHER,Pointed,0,No,indet,indet,FLAKE,
chert_condition_B,db727,3,1,complete,no,,100,All,,Complete,0,,0,0,0,0,135.5,87.59,60.64,26.53,89.43,59.31,26.04,45.47,60.74,50.85,26.19,22.76,7.83,0,0,0,0,0,0,Plain,Indeterminate,Yes,No,Hertzian,CONCAVE,5,INDET,PARALLEL,INDET,Flat,0,No,initiation flake,indet,FLAKE,
chert_condition_B,3d396,4,1,complete,yes,edge breakage at distal,100,Other,all,Complete,0,,,,,,135.7,91.3,60.8,26.05,87.73,61.1,26.61,51.85,61.68,49.64,26.28,21.59,10.46,,,,,,,Cortical,No,Yes,No,Hertzian,Bulbar,5,Domed,Ovoid,Feather,Rounded,0-30,No,First flake,indeterminate,Flake,
chert_condition_B,a8acd,11,46,complete,yes,LIGHT EDGE DAMAGE,15,MesialLeft,,,3,Centripetal,1,0,0,2,16.2,62.23,34.33,9.27,61.8,37.54,10.17,20.05,31.53,27.73,7.09,9.2,6.9,4.31,0.77,0.77,0.95,,,Linear,NO,NO,YES,BENDING,VERY CONCAVE,5,TRI,DIV,FEATHER,IRR,0-30,NO,CORE MANAGEMENT ELONGATED FLAKE,LEVALLOIS,ELONG,
chert_condition_A,r42o8,5,7,complete,yes,distal piece,65,Left,,Absent,3,Unidirectional,1,0,0,0,118.5,83.74,60.79,30.12,75.39,60.71,25.79,56.4,60.88,51.06,28.93,24.54,11.47,29.28,13.73,9.84,14.07,,0,Plain,No,Yes,No,Hertzian,Concave,5,Triangular,Ovoid,Feather,Irregular,30-60,No,indeterminate,indeterminate,Flake,
chert_condition_B,de9cb,8,62,complete,no,,0,,,Indeterminate,4,Subcentripetal,2,0,1,1,24.7,67.7,47.1,11.04,46.16,56.11,9.32,37.28,52.46,46.75,9.39,7.9,6.12,10.68,1.86,1.36,1.66,0,0,Indeterminate,No,Yes,No,Hertzian,CONCAVE,4.99,TRAPEZOIDAL,DIVERGENT,FEATHER,Flat,50,No,indet,indet,FLAKE,
chert_condition_B,8240a,8,94,complete,yes,left proximal,0,,,Absent,3,Indeterminate,1,1,0,1,2,23.58,18.22,4.42,21.33,18.22,4.2,16.51,17.89,14.06,4.28,3.37,3.06,13.42,3.04,3.26,4.97,65,,Linear,No,Yes,No,Hertzian,BULBAR,4.86,TRIANGULAR,PARALLEL,HINGE,Rounded,40,No,na,Indeterminate,FLAKE,measured in Geneva
chert_condition_A,8240a,8,47,complete,no,,0,,,Absent,3,Indeterminate,1,0,0,2,5.199999809,37,34.34000015,5.880000114,33.36000061,37.61999893,5,33.79999924,35.16999817,22.13,5.070000172,3.289999962,1.720000029,35.09999847,2.609999895,4.8,5.550000191,2.880000114,,Linear,No,Yes,No,Hertzian,CONCAVE,4.78000021,TRAPEZOIDAL,AMORPH,FEATHER,Irreg,0,No,,,FLAKE,
chert_condition_B,de9cb,8,66,complete,no,,8,Proximal,,Partial,10,Subcentripetal,3,2,2,3,133.4,92.66,90.32,21.18,81.46,88.15,18.85,80.07,77.22,68.08,17.82,11.63,8.85,62.15,11.53,11.52,11.66,13.3,146.0490011,Other,No,Indeterminate,No,Hertzian,FLAT,4.71,TRAPEZOIDAL,AMORPH,FEATHER,Pointed,34,No,indet,indet,FLAKE,
chert_condition_A,de9cb,8,53,complete,no,,0,,,Absent,5,Indeterminate,4,0,1,0,16.9,66.06,31.98,11.93,63.19,32.81,11.96,28.3,30.49,20.6,10.96,6.83,6.84,28.85,9.4,10.64,10.8,11.3,140.4740825,Dihedral,Yes,Indeterminate,No,Hertzian,CONCAVE,4.64,TRIANGULAR,PARALLEL,FEATHER,Irreg,22,No,inde,indet,FLAKE,
chert_condition_A,8240a,8,200,distal,yes,broken in 2 pieces,0,,,Indeterminate,2,Indeterminate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Indeterminate,Indeterminate,Indeterminate,Indet,Hertzian,FLAT,4.639999866,TRIANGULAR,CONVERGENT,FEATHER,Pointed,0,No,,,FLAKE,
chert_condition_B,8240a,8,88,fragment,no,,0,,,Indeterminate,3,Indeterminate,0,0,0,0,1.5,20.87000084,19.39999962,4.730000019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Indeterminate,Indeterminate,No,Indet,Hertzian,CONCAVE,4.599999905,INDET,NA,FEATHER,INDET,0,No,,,FLAKE,
chert_condition_B,d764f,10,31,complete,no,,2,Distal,,Absent,5,Orthogonal,2,3,0,0,44.70000076,73.61000061,68.59999847,13.96000004,69.65000153,63.79000092,14.5,38.97000122,47.36999893,59.65,14.42000008,13.81999969,11.86999989,22.04999924,11.84000015,9.27,12.34000015,1.950000048,51.30953674,Plain,No,Yes,No,Hertzian,VERY_CONCAVE,4.5,RIGHTTRIANGLE,OVOID,OVERSHOT,Pointed,30,No,debordant,,FLAKE,
chert_condition_B,d764f,10,46,complete,no,,5,Other,mesleft,Absent,3,Multidirectional,0,0,1,2,16.29999924,62.27999878,33.63000107,9.659999847,60.72999954,33.68999863,10.18999958,23.84000015,29.68000031,32.26,7.289999962,8.920000076,8.229999542,4.059999943,0,0.83,0.889999986,0,0,Linear,Indeterminate,No,No,Hertzian,VERY_CONCAVE,4.5,TRIANGULAR,DIVERGENT,OVERSHOT,Rounded,12,No,,,ELONG,
chert_condition_B,de9cb,8,46,complete,no,,6,Left,,Indeterminate,3,Indeterminate,0,0,0,0,16.2,60.87,35.47,9.76,59.63,33.72,9.49,20.56,31.81,28.52,6.34,9.04,8.92,0,0,0,0,0,0,Indeterminate,Indeterminate,Indeterminate,Yes,Hertzian,CONCAVE,4.47,TRIANGULAR,DIVERGENT,OVERSHOT,Flat,26,No,indet,indet,FLAKE,
chert_condition_A,8240a,8,76,complete,no,,0,,,Absent,3,Indeterminate,0,1,1,1,1.200000048,33.79999924,13.18000031,2.519999981,33.38000107,12.71000004,3.640000105,12.06000042,10.84000015,10.97,3.099999905,2.549999952,2.319999933,9.659999847,2.400000095,2.46,3.369999886,2.359999895,,Plain,No,Yes,No,Hertzian,FLAT,4.289999962,TRIANGULAR,PARALLEL,FEATHER,Pointed,0,No,blade,,ELONG,
chert_condition_B,db727,3,38,complete,no,,100,All,,Absent,1,Indeterminate,0,0,0,0,73.7,105.58,52.79,16.35,60.34,100.87,16.19,71.55,96.36,63.81,16.64,15.25,10.16,39.74,10.32,10.95,10.95,3.07,90.56263816,Plain,Indeterminate,Yes,No,Hertzian,CONCAVE,4.1,INDET,AMORPH,FEATHER,Rounded,0,No,initiation flake,indet,FLAKE,
chert_condition_B,db727,3,64,complete,no,,10,Left,,Absent,2,Bidirectional,1,0,1,0,60.9,62.24,69.96,15.61,57.71,67.73,16.08,50.36,62.58,65.03,15.83,12.11,6.2,27.67,8.66,9.83,13.15,0,0,Plain,No,Yes,No,Hertzian,CONCAVE,4.1,INDET,OVOID,FEATHER,Flat,0,No,indet,indet,FLAKE,
chert_condition_A,db727,3,10,complete,no,,100,All,,Complete,0,,0,0,0,0,276.9,106.21,79.39,42.71,98.52,81.77,42.39,57.89,78.44,61.3,23.24,43.96,29.55,18.24,8.91,8.9,8.9,0,0,Plain,No,Yes,Yes,Hertzian,CONCAVE,4.1,TRIANGULAR,AMORPH,FEATHER,Pointed,31-60,No,first flake,indet,ELONG,
chert_condition_B,de9cb,8,31,complete,no,,3,DistalRight,,Absent,7,Subcentripetal,4,1,1,1,44.6,72.41,63.77,16.38,68.82,62.69,11.97,41.9,48.31,43.35,14.99,13.81,12.08,21.23,11.49,8.81,11.96,15.3,150.2770592,Plain,No,Yes,Indet,Hertzian,CONCAVE,4.07,TRAPEZOIDAL,PARALLEL,FEATHER,Pointed,24,No,indet,indet,FLAKE,
chert_condition_A,r42o8,5,9,complete,yes,splinters,95,,,Absent,3,Unidirectional,3,0,0,0,120.7,101.18,61.71,27.51,85.36,61.08,20.41,55.85,61.67,53.26,27.4,16.81,7.75,15.99,9.23,10.02,11.67,9.85,145.6964679,Plain,No,Yes,No,Hertzian,Concave,4,Righttriangle,Ovoid,Feather,Pointed,0-30,No,indeterminate,indeterminate,Flake,some removals near platform probably initial removals on rock
chert_condition_A,r42o8,5,78,complete,no,,0,,,Absent,9,Indeterminate,3,0,0,0,18.5,61.84,50.3,9.27,57.43,52.35,5.6,38.58,42.04,24,7.97,6.45,4.76,27.41,7.89,8.31,7.48,8.83,142.0047897,Dihedral,No,Yes,No,Hertzian,Concave,4,Triangular,Convergent,Feather,Pointed,0-30,No,indeterminate,indeterminate,Convflake,
chert_condition_A,0202a,2,10,complete,no,,95,All,,Partial,2,Bidirectional,1,0,1,0,276.8999939,110.0299988,78.63999939,42.39,104.2399979,81.18000031,41.06000137,50.40999985,80.37999725,61.06,21.45000076,36.54999924,24.27000046,24.05999947,9.06000042,8.15,11.36999989,5.789999962,124.5971754,Cortical,,Yes,No,Hertzian,BULBAR,4,TRIANGULAR,DIVERGENT,FEATHER,Irreg,55,No,,,FLAKE,
chert_condition_B,r42o8,5,64,complete,yes,minor,5,Left,lateral,Absent,3,Bidirectional,1,0,0,0,61,75.82,70.75,15.47,64.1,63.29,11.06,54.56,62.72,65.54,14.2,10.95,4.05,32.2,9.39,11.4,15.5,5.53,122.4022791,Plain,No,Yes,Yes,Hertzian,Concave,4,Righttriangle,Amorphous,Feather,Irregular,0-30,No,indeterminate,indeterminate,Flake,
chert_condition_A,3d396,4,23,complete,yes,edge breakage at distal,55,Other,Right and Distal,Absent,4,Unidirectional,4,0,0,0,27.4,61.68,47.25,9.43,60.11,46.88,9.54,36.02,45.58,43.93,8.66,9.3,7.15,14.95,5.5,5.5,5.5,4.74,,Plain,No,Yes,No,Hertzian,Concave,4,Trapezoidal,Ovoid,Feather,,,No,none,indeterminate,Flake,Distal breakage obscures some features
chert_condition_A,3d396,4,10,complete,no,,100,Other,all,Complete,0,,0,0,0,0,277.3,110.63,78.84,42.53,105.74,82.93,42.45,57.19,80.06,64.1,20.48,39.33,26.96,21.21,10.68,10.14,11.05,4.6,,Cortical,No,Yes,No,Hertzian,Concave,4,Triangular,Amorphous,Overshot,Rounded,>60,No,none,indeterminate,Flake,
chert_condition_B,0202a,2,28,complete,no,,5,ProxRight,,Absent,10,Multidirectional,1,2,0,3,29.39999962,69.12000275,43.29000092,16.93,68.54000092,41.90999985,18.70000076,0,27.70999908,34.26,0,11.40999985,12.27999973,0,1.49000001,0,0,4.599999905,113.0809944,Indeterminate,No,Yes,No,Hertzian,BULBAR,4,RIGHTTRIANGLE,DIVERGENT,FEATHER,Flat,64,No,redirecting flake,,FLAKE,adjust to broken when CFG changes options - break along prox left obscuring measurements
chert_condition_B,0202a,2,64,complete,no,,5,Right,,Absent,6,Indeterminate,1,0,1,1,60.90000153,75.80000305,68.87000275,16.02,65.16999817,66.93000031,12.60000038,49.13000107,63.02000046,63.08,12.09000015,11.84000015,3.769999981,27.63999939,9.920000076,12.92,15,4.179999828,107.945251,Plain,No,Yes,No,Hertzian,BULBAR,4,RIGHTTRIANGLE,AMORPH,FEATHER,Irreg,20,No,,,FLAKE,
chert_condition_B,r42o8,5,62,complete,no,,0,,,Absent,7,Indeterminate,0,0,0,0,24.6,68.48,58.78,9.5,53.37,56.04,5.21,46.09,55.12,31.82,10.47,4.86,5.62,10.26,1.81,0.88,2.83,3.99,105.3921034,Plain,No,Yes,No,Hertzian,Bulbar,4,Triangular,Convergent,Feather,Pointed,0-30,No,indeterminate,indeterminate,Flake,slightly twisted
chert_condition_B,0202a,2,62,complete,no,,0,,,Absent,8,Indeterminate,5,0,0,0,24.60000038,68.58000183,51.15999985,9.45,62.09999847,58.38999939,8.729999542,51.24000168,35.65000153,23.64,7.630000114,3.910000086,5.139999866,10.94999981,2.430000067,0.96,2.480000019,3.440000057,97.06459011,Plain,No,Yes,No,Hertzian,BULBAR,4,RIGHTTRIANGLE,DIVERGENT,FEATHER,Irreg,22,No,,,FLAKE,"has touch, ignored"
chert_condition_B,a8acd,11,28,complete,yes,LIGHT DISTAL EDGE DAMAGE,3,ProximalRight,,absent,10,Orthogonal,3,,,4,29.4,69.24,27.65,17.26,67.87,44.02,17.56,15.8,27.74,34.92,8.22,17.27,18.12,5.83,0.4,3.23,3.17,3.42,,Indeterminate,NO,YES,NO,HERTZIAN,BULBAR,4,TRI,DIV,FEATHER,FLAT,31-60,NO,CORE MANAGEMENT,NON-LEVALLOIS; ORTHOGONAL VOLUME EXPLOITATION,FLAKE,AIMED AT CLEANING THE EXPLOITATION SURFACE BY REMOVING DEAP NEGATIVE-BULBS
chert_condition_B,3d396,4,54,complete,yes,minor edge fracture to laterals,0,,,Absent,9,Subcentripetal,3,0,3,1,75,93.48,50.51,19.69,78.69,48.46,19.18,45.51,48.42,47.94,15.12,13.52,11.48,38.89,10.89,9.93,11.23,3.34,,Dihedral,No,Yes,No,Hertzian,Concave,4,Trapezoidal,Parallel,Feather,Irregular,>60,No,none,indeterminate,Flake,
chert_condition_A,db727,3,7,complete,no,,60,Left,,Absent,2,Indeterminate,0,0,0,2,118.5,84.49,61.01,28.09,74.43,60.35,28.06,51.03,60.2,58.22,28.08,26.93,18.48,38.72,24.97,13.78,24.66,2.96,88.47220308,Plain,Yes,Yes,No,Hertzian,CONCAVE,4,TRIANGULAR,CONVERGENT,INDET,Pointed,0,No,indet,indet,ELONG,
chert_condition_A,r42o8,5,53,complete,no,,0,,,Absent,4,Indeterminate,0,0,0,0,16.9,66.58,41.13,12.5,53.59,33.84,6.68,29.11,31.86,23.69,12.42,6.48,7.44,18.71,10.37,6.82,10.54,2.91,87.49671716,Plain,No,Yes,No,Hertzian,Bulbar,4,Triangular,Parallel,Feather,Pointed,0-30,No,indeterminate,other,Flake,
chert_condition_B,d764f,10,66,complete,no,,5,ProxLeft,,Partial,10,Multidirectional,4,3,0,3,133.5,93.80000305,85.45999908,21.06999969,80.93000031,90.87000275,19.02,84.33000183,89.31999969,66.98,18.95000076,15.15999985,10.94999981,77.94000244,12.40999985,12.15,13.75,2.869999886,70.51271528,Dihedral,No,Yes,No,Hertzian,CONCAVE,4,TRAPEZOIDAL,OVOID,OVERSHOT,Rounded,35,No,,Levallois?,FLAKE,
chert_condition_B,r42o8,5,38,complete,yes,,100,,,Absent,0,,0,0,0,0,73.6,104.48,59.14,17.92,51.1,82,12.83,66.02,81.92,87.85,16,15.39,10.23,41.9,12.46,11.61,14.8,2.79,85.08913387,Plain,No,Yes,No,Hertzian,Bulbar,4,Indeterminate,Amorphous,Feather,Flat,30-60,No,Dejete,Indeterminate,Flake,
chert_condition_B,d764f,10,70,complete,no,,0,,,Absent,5,Centripetal,2,1,1,1,45.5,66.81999969,53.40999985,18.19000053,56.15000153,62.15999985,17.60000038,53.68000031,59.20999908,35.92,16.40999985,12.57999992,8.909999847,38.49000168,18.42000008,18.22,18.63999939,2.730000019,67.83486144,Plain,No,Yes,No,Hertzian,VERY_CONCAVE,4,TRIANGULAR,CONVERGENT,OVERSHOT,Pointed,30,No,,Discoid?,CONVFLAKE,
chert_condition_B,r42o8,5,86,complete,no,,0,,,Absent,9,Unidirectional,1,0,0,0,44.7,88.57,45.07,13.18,80.84,42.03,10.33,31.59,41.7,36.86,13.1,11.68,6.32,21.65,11.28,10.41,11.51,2.73,83.84934784,Plain,No,Yes,No,Hertzian,Concave,4,Trapezoidal,Convergent,Feather,Pointed,0-30,No,indeterminate,indeterminate,Flake,
chert_condition_B,db727,3,54,complete,no,,0,,,Absent,5,Unibi,4,0,1,0,75,96.87,58.42,17.49,62.6,46.85,17.69,45.38,45.98,45.13,17.08,17.1,12.61,37.2,10.04,10.04,10.56,2.63,81.72823496,Dihedral,No,Yes,No,Hertzian,CONCAVE,4,DOMED,PARALLEL,AXIAL,Pointed,0,No,indet,laminar,ELONG,
chert_condition_B,r42o8,5,39,complete,yes,distal portion broken off in relatively large chunk,10,Distal,,Absent,3,Indeterminate,0,0,0,0,84.5,115.98,56.39,28.47,95.03,42.19,23.66,29.63,43.96,36.37,26.85,25.76,8.98,23.74,15.53,15.9,16.19,2.62,81.51229545,Plain,No,Yes,No,Hertzian,Concave,4,Triangular,Divergent,Feather,Pointed,0-30,No,Debordant,Indeterminate,Flake,
chert_condition_B,d764f,10,28,complete,no,,3,Proximal,,Absent,6,Orthogonal,0,3,0,2,29,69.16999817,39.16999817,19.43000031,67.79000092,43.45999908,19.97999954,18.07999992,27.98999977,31.47,8.050000191,17.20999908,14.36999989,8.43999958,1.090000033,2.66,3,2.599999905,65.27051542,Plain,No,Yes,No,Hertzian,CONCAVE,4,RIGHTTRIANGLE,DIVERGENT,OVERSHOT,Flat,40,No,debordant,indet,ELONG,
chert_condition_B,0202a,2,38,complete,no,,95,Other,all except right margins,Absent,3,Indeterminate,0,0,0,0,74,106.5199966,61,16.15,53.25,99.94000244,15.61999989,62.29999924,79.95999908,94.81,14.5,14.17000008,10.18999958,40.90000153,12.48999977,12.04,13.06000042,2.50999999,79.09010566,Plain,No,Yes,No,Hertzian,BULBAR,4,INDET,AMORPH,FEATHER,Irreg,41,No,,,FLAKE,
chert_condition_B,9d812,1,94,complete,no,,0,,,Absent,3,Unidirectional,3,0,0,0,1.64,23.36,17.82,3.52,22.3,17.88,3.95,16.7,17.67,16.17,3.89,3.42,3.13,13.8,2.94,2.94,2.94,2.44,77.50325667,Other,No,Yes,No,Hertzian,FLAT,4,TRIANGULAR,PARALLEL,HINGE,Flat,0-30,No,,,FLAKE,"PLATFORM IS REALLY WINGED, NOT PLAIN.  IS WINGED AN OPTION?"
chert_condition_B,9d812,1,77,complete,no,,0,,,Absent,3,Unidirectional,3,0,0,0,3.24,34.59,33,4.29,25.43,30.61,4.37,28.39,27.59,25.16,4.31,3.52,1.12,30.45,3.1,3.1,5.04,2.41,76.81216928,Plain,No,Yes,No,Hertzian,FLAT,4,TRAPEZOIDAL,PARALLEL,FEATHER,Flat,0-30,No,,,FLAKE,
chert_condition_B,0202a,2,86,complete,no,,0,,,Absent,10,Multidirectional,7,2,0,1,44.79999924,88.55000305,46.18999863,12.65,84.23000336,44.54000092,13.05000019,29.64999962,42.43999863,36.09,10.80000019,11.39000034,6.710000038,21.20000076,11.42000008,11.42,11.42000008,2.400000095,76.58032859,Plain,No,Yes,No,Hertzian,BULBAR,4,TRAPEZOIDAL,OVOID,FEATHER,Rounded,55,No,,,FLAKE,
chert_condition_B,0202a,2,54,complete,no,,0,,,Absent,7,Other,5,0,0,1,74.90000153,93.79000092,54.22999954,17.84,77.81999969,49.16999817,15.98999977,45.58000183,46.34999847,32.92,14.80000019,13.53999996,9.859999657,39.40999985,10.94999981,9.77,10.78999996,2.390000105,76.34774293,Dihedral,No,Yes,No,Hertzian,BULBAR,4,TRAPEZOIDAL,PARALLEL,AXIAL,Irreg,69,No,,,FLAKE,
chert_condition_A,0202a,2,78,complete,no,,0,,,Absent,7,Other,3,3,0,0,18.39999962,62.33000183,45.72000122,8.39,58.75999832,48.70000076,7.989999771,35.77000046,41.90999985,25,7.329999924,4.949999809,3.109999895,27.92000008,7.329999924,6.77,7.869999886,2.200000048,71.78533256,Dihedral,No,Yes,No,Hertzian,BULBAR,4,TRIANGULAR,DIAMOND,FEATHER,Pointed,20,No,,,FLAKE,"convergent, but not uni"
chert_condition_B,a8acd,11,31,complete,yes,LIGHT EDGE DAMAGE,2,Distal,,absent,6,Indeterminate,2,4,0,0,44.4,73.18,67.96,13.79,69.61,66.46,14.53,41.807,54.12,33.62,14.42,15.66,4.8,21.74,12.75,10.28,13.19,2.17,,Plain,NO,YES,YES,HERTZIAN,BULBAR,4,TRI,SUB-PARALLEL,FEATHER,POINTED,>60,NO,CORE TABLET OR DEBORDANT FLAKE,NON-LEVALLOIS; ORTHOGONAL VOLUME EXPLOITATION,FLAKE,
chert_condition_B,db727,3,86,complete,no,,0,,,Absent,6,Subcentripetal,4,1,1,0,45.1,84.08,44.07,11.76,84.67,41.53,11.79,29.76,41.61,40.8,12.13,12.15,8.22,21.48,11.39,11.36,11.27,2.02,67.20598388,Plain,No,Yes,Yes,Hertzian,CONCAVE,4,TRAPEZOIDAL,PARALLEL,FEATHER,Rounded,31-60,No,indet,indet,ELONG,
chert_condition_A,9d812,1,92,complete,no,,0,,,Absent,3,Orthogonal,2,1,0,0,4.39,38.7,25.41,5.88,34.61,25.07,5.85,20.97,22.65,22.83,5.3,3.57,3.21,14.15,5.2,5.2,5.35,1.92,64.55128863,Plain,No,Yes,No,Hertzian,CONCAVE,4,TRIANGULAR,PARALLEL,FEATHER,Flat,0-30,No,,,FLAKE,
chert_condition_B,0202a,2,70,complete,yes,very small edge damage with chips in bag,0,,,Absent,5,Subcentripetal,3,1,0,1,45.5,66.90000153,54.70000076,15.44,56.24000168,65.23999786,15.53999996,48.90999985,0,26.7,13.64000034,12.03999996,8.06000042,39.99000168,18.29999924,16.47,17.97999954,1.75,59.85444454,Plain,No,Yes,No,Hertzian,CONCAVE,4,TRIANGULAR,DIAMOND,FEATHER,Pointed,40,No,,,FLAKE,"transport breaks affect mesial width so not taken, but so minimal not removed. Double initiation, measures taken from la"
chert_condition_B,a8acd,11,51,complete,yes,LIGHT EDGE DAMAGE,,,,absent,7,Unidirectional,4,1,1,,8.1,66.5,24.53,3.3,37.18,66.39,6.6,36.01,57.76,,5.14,3.16,,22.02,5,4.11,6.02,1.7,,Plain,NO,YES,YES,HERTZIAN,BULBAR,4,TRAP,DIV,FEATHER,CONCAVE,0-30,NO,UNIDIRECTIONAL DEBORDANT FLAKE,INDET,FLAKE,COULD FIT IN THE LEVALLOIS REDUCTION SYSTEM
